line_item_id,transaction_id,product_id,promotion_id,quantity,line_item_amount
109384,T024294,P0044,PR020,5.0,179.1
109385,T024294,P0096,PR021,1.0,15.6
109386,T024295,P0059,,3.0,184.92
109387,T024295,P0009,PR021,5.0,185.41
109388,T024295,P0009,PR017,2.0,91.54
109389,T024296,P0059,,1.0,61.64
109390,T024296,P0096,PR020,1.0,15.6
109391,T024296,P0143,PR009,4.0,12.88
109392,T024296,P0064,,3.0,91.05
109393,T024296,P0184,PR008,5.0,266.2
109394,T024296,P0169,PR014,5.0,218.4
109395,T024296,P0064,PR010,4.0,121.4
109396,T024296,P0098,PR017,3.0,66.3
109397,T024297,P0107,,1.0,64.87
109398,T024297,P0067,PR025,2.0,70.24
109399,T024297,P0083,PR014,5.0,72.1
109400,T024297,P0003,PR003,3.0,105.87
109401,T024298,P0007,,2.0,56.22
109402,T024298,P0177,,3.0,
109403,T024298,P0091,PR012,5.0,156.55
109404,T024298,P0063,PR030,1.0,76.49
109405,T024298,P0059,,5.0,308.2
109406,T024298,P0171,PR016,,101.2
109407,T024298,P0042,PR016,3.0,158.16
109408,T024299,P0049,PR013,5.0,200.1
109409,T024299,P0169,PR022,2.0,87.36
109410,T024299,P0010,PR020,4.0,461.24
109411,T024299,P0042,,3.0,158.16
109412,T024299,P0055,PR009,2.0,125.04
109413,T024300,P0052,,3.0,296.82
109414,T024300,P0057,PR007,4.0,212.8
109415,T024300,P0038,PR017,1.0,55.26
109416,T024300,,PR007,5.0,542.95
109417,T024300,P0182,,4.0,667.8
109418,T024300,P0091,PR029,5.0,156.55
109419,T024300,P0066,PR008,3.0,96.27
109420,T024301,P0043,,5.0,205.5
109421,T024301,P0019,PR005,1.0,128.87
109422,T024301,P0130,PR017,2.0,24.68
109423,T024301,P0097,PR014,1.0,31.26
109424,T024301,P0092,PR026,1.0,42.96
109425,T024301,P0114,PR021,3.0,163.14
109426,T024301,P0147,PR010,3.0,29.1
109427,T024301,P0053,PR011,4.0,156.12
109428,T024302,P0058,PR010,5.0,110.7
109429,T024302,P0189,PR026,4.0,466.72
109430,T024303,P0019,PR008,4.0,515.48
109431,T024303,P0048,PR025,5.0,416.75
109432,T024303,P0190,PR013,2.0,47.16
109433,T024303,P0052,,2.0,197.88
109434,T024303,P0158,PR020,4.0,360.32
109435,T024303,P0064,PR002,4.0,121.4
109436,T024304,P0177,PR028,1.0,214.65
109437,T024304,P0146,,3.0,17.82
109438,T024304,P0079,PR002,1.0,48.44
109439,T024304,P0035,PR023,3.0,141.12
109440,T024304,P0040,PR008,1.0,73.95
109441,T024305,P0047,PR017,5.0,89.95
109442,T024305,P0112,PR022,4.0,137.28
109443,T024305,P0056,PR010,5.0,68.35
109444,T024305,P0193,PR001,5.0,107.9
109445,T024305,P0072,,2.0,18.74
109446,T024305,P0177,PR005,1.0,233.33
109447,T024305,P0188,PR003,,213.9
109448,T024305,P0034,PR015,4.0,381.4
109449,T024306,P0103,PR004,2.0,32.1
109450,T024306,P0069,PR008,3.0,119.94
109451,T024306,,PR005,4.0,54.68
109452,T024306,P0159,PR013,1.0,64.02
109453,T024306,P0116,PR029,5.0,108.95
109454,T024306,P0105,PR006,3.0,103.5
109455,T024306,P0185,PR007,3.0,338.85
109456,T024307,P0055,,1.0,62.52
109457,T024307,,,2.0,231.18
109458,T024308,P0050,PR002,4.0,34.16
109459,T024308,P0035,PR019,4.0,188.16
109460,T024308,P0183,,2.0,563.24
109461,T024308,P0121,PR018,5.0,96.8
109462,T024309,P0065,PR018,4.0,277.28
109463,T024309,P0027,PR013,2.0,280.08
109464,T024309,P0162,PR004,4.0,336.12
109465,T024309,P0030,,5.0,109.95
109466,T024309,P0032,PR019,4.0,47.92
109467,T024309,P0094,PR027,2.0,70.54
109468,T024309,P0023,PR023,3.0,56.97
109469,T024310,P0027,PR007,2.0,280.08
109470,T024310,P0028,PR012,4.0,402.64
109471,T024310,P0161,PR029,4.0,147.6
109472,T024310,P0168,PR023,5.0,410.4
109473,T024310,P0030,,3.0,65.97
109474,T024311,P0001,PR030,-4.0,-753.12
109475,T024311,P0174,PR030,3.0,461.01
109476,T024311,P0145,,5.0,93.4
109477,T024311,P0104,PR009,1.0,26.59
109478,T024311,P0055,PR009,4.0,250.08
109479,T024311,P0066,PR021,5.0,160.45
109480,T024312,P0196,PR025,-4.0,-1168.24
109481,T024312,P0126,,5.0,141.7
109482,T024313,P0044,PR009,4.0,143.28
109483,T024313,P0060,PR014,4.0,47.76
109484,T024313,P0057,PR011,1.0,53.2
109485,T024313,P0085,,2.0,
109486,T024314,P0015,PR023,2.0,353.64
109487,T024315,P0113,PR025,4.0,204.28
109488,T024315,P0008,,4.0,104.84
109489,T024315,P0155,,5.0,484.35
109490,T024315,P0016,PR024,4.0,705.4
109491,T024315,P0188,,4.0,855.6
109492,T024315,P0014,PR005,-1.0,-16.79
109493,T024316,P0090,,2.0,26.26
109494,T024316,P0114,PR002,3.0,163.14
109495,T024316,P0006,PR007,5.0,773.6
109496,T024317,P0143,PR027,4.0,12.88
109497,T024317,P0010,PR009,3.0,345.93
109498,T024317,P0150,PR002,3.0,60.09
109499,T024317,P0142,,5.0,103.5
109500,T024317,P0069,PR022,1.0,39.98
109501,,P0110,PR019,2.0,21.1
109502,T024318,P0068,PR016,-4.0,-275.2
109503,T024318,P0191,PR001,5.0,1139.4
109504,T024319,P0091,PR023,3.0,93.93
109505,T024320,P0075,PR025,5.0,145.65
109506,T024320,P0029,PR012,1.0,129.24
109507,T024320,P0169,PR023,5.0,218.4
109508,T024320,P0020,PR012,4.0,129.12
109509,T024320,P0045,,5.0,246.0
109510,T024320,P0159,,4.0,256.08
109511,T024321,P0107,PR023,2.0,129.74
109512,T024321,P0147,PR026,2.0,19.4
109513,T024321,P0058,PR022,1.0,22.14
109514,T024322,P0050,PR007,1.0,8.54
109515,T024322,P0104,PR014,1.0,24.21
109516,T024322,P0183,,5.0,1408.1
109517,T024322,P0166,PR009,4.0,341.32
109518,T024322,P0076,PR011,4.0,307.48
109519,T024322,P0155,PR028,2.0,193.74
109520,T024322,P0011,,1.0,
109521,T024323,P0174,,1.0,153.67
109522,T024323,P0178,PR012,4.0,867.84
109523,T024323,P0039,PR014,3.0,438.72
109524,T024323,P0036,PR018,4.0,567.88
109525,T024323,P0079,PR012,5.0,242.2
109526,T024323,P0115,PR016,1.0,32.53
109527,T024324,P0120,,2.0,58.16
109528,T024324,P0031,PR008,1.0,
109529,T024324,P0136,,2.0,19.38
109530,T024324,P0119,,2.0,41.14
109531,T024324,P0158,,2.0,180.16
109532,T024324,P0048,PR015,1.0,83.35
109533,T024324,P0126,PR003,3.0,85.02
109534,T024324,P0020,,2.0,64.56
109535,T024325,P0097,PR006,4.0,125.04
109536,T024325,P0045,PR021,1.0,49.2
109537,T024325,P0054,PR012,4.0,194.04
109538,T024325,P0120,PR012,1.0,29.08
109539,T024325,P0156,,2.0,22.06
109540,T024326,P0154,PR002,5.0,406.35
109541,T024326,P0187,PR012,2.0,579.76
109542,T024326,P0160,PR018,3.0,91.08
109543,T024326,P0194,,3.0,409.38
109544,T024326,P0044,,1.0,35.82
109545,T024326,P0022,PR002,3.0,96.84
109546,,P0166,PR002,1.0,85.33
109547,T024327,P0090,PR001,4.0,52.52
109548,T024327,P0065,,5.0,384.8
109549,T024327,P0083,,3.0,43.26
109550,T024327,P0057,,1.0,53.2
109551,T024328,P0129,PR024,3.0,90.15
109552,T024328,P0182,PR005,4.0,667.8
109553,T024328,P0188,PR006,4.0,855.6
109554,T024329,P0121,PR009,1.0,19.36
109555,T024329,P0037,PR017,5.0,506.05
109556,T024329,P0166,PR026,2.0,170.66
109557,T024329,P0163,PR022,1.0,62.44
109558,T024329,P0167,,5.0,166.4
109559,T024329,P0110,PR022,2.0,21.1
109560,T024330,P0021,,3.0,121.92
109561,T024330,P0191,PR019,4.0,911.52
109562,T024330,P0095,PR023,3.0,
109563,T024330,P0161,PR027,5.0,184.5
109564,T024330,P0033,PR003,3.0,61.11
109565,T024331,P0129,,2.0,60.1
109566,T024331,P0116,PR002,1.0,21.79
109567,T024331,P0152,PR022,1.0,27.68
109568,T024331,P0043,PR026,4.0,164.4
109569,T024331,P0094,PR003,2.0,70.54
109570,T024331,P0149,PR017,3.0,39.99
109571,T024332,,PR016,3.0,250.05
109572,T024332,P0126,PR001,4.0,113.36
109573,T024332,P0093,PR008,4.0,184.4
109574,T024332,P0056,PR021,1.0,13.67
109575,T024333,P0091,PR003,2.0,62.62
109576,T024333,P0149,PR011,2.0,26.66
109577,T024333,P0079,,3.0,145.32
109578,T024333,P0186,PR002,2.0,444.08
109579,T024333,P0186,PR023,3.0,666.12
109580,,P0120,PR028,5.0,145.4
109581,T024333,P0152,,3.0,83.04
109582,T024334,P0047,PR019,2.0,35.98
109583,T024334,P0070,PR007,1.0,17.96
109584,T024334,P0045,PR010,2.0,98.4
109585,T024334,P0078,PR014,3.0,74.97
109586,T024334,P0091,PR030,1.0,31.31
109587,T024334,P0133,PR026,-2.0,-79.72
109588,T024334,P0058,PR020,2.0,44.28
109589,T024335,P0108,PR006,1.0,43.75
109590,T024335,P0053,PR020,3.0,117.09
109591,T024335,P0187,PR025,4.0,1159.52
109592,T024335,P0005,PR001,4.0,738.73
109593,T024335,P0083,PR001,4.0,57.68
109594,T024335,P0101,PR001,5.0,242.45
109595,T024335,P0180,PR016,1.0,194.11
109596,T024335,P0054,PR009,3.0,145.53
109597,T024336,P0195,PR012,4.0,1153.96
109598,T024336,P0073,PR021,5.0,91.7
109599,T024337,P0004,,4.0,765.84
109600,T024337,P0122,,5.0,150.45
109601,T024337,P0004,,2.0,382.92
109602,T024337,P0182,PR025,5.0,834.75
109603,T024338,P0070,PR018,3.0,53.88
109604,T024338,P0122,PR003,3.0,90.27
109605,T024338,P0151,,-4.0,-94.8
109606,T024338,P0176,PR009,5.0,806.5
109607,T024339,P0122,,5.0,150.45
109608,T024339,P0157,PR030,2.0,116.42
109609,T024340,P0110,,5.0,52.75
109610,T024340,P0116,PR002,1.0,21.79
109611,T024340,P0158,PR022,2.0,180.16
109612,T024340,P0159,PR009,1.0,64.02
109613,T024340,P0173,PR020,3.0,325.77
109614,T024340,P0183,PR005,1.0,281.62
109615,T024340,P0178,,4.0,867.84
109616,T024341,P0192,PR022,3.0,651.9
109617,T024341,P0188,PR007,2.0,427.8
109618,T024341,P0124,PR024,3.0,67.17
109619,T024342,P0144,PR023,,60.25
109620,T024342,P0055,PR010,1.0,62.52
109621,T024342,P0179,,1.0,147.89
109622,T024342,P0065,PR017,3.0,230.88
109623,T024342,P0119,PR018,0.0,0.0
109624,T024342,P0094,PR023,3.0,105.81
109625,T024342,P0042,,3.0,158.16
109626,T024343,P0019,PR019,1.0,128.87
109627,T024343,P0152,PR018,1.0,27.68
109628,T024344,P0094,PR024,4.0,141.08
109629,T024344,P0164,PR004,2.0,180.12
109630,T024344,P0107,PR027,5.0,324.35
109631,T024344,P0022,PR029,2.0,64.56
109632,T024345,P0129,PR016,1.0,30.05
109633,T024345,P0155,PR023,3.0,290.61
109634,T024345,,PR030,4.0,150.6
109635,T024345,P0039,PR003,2.0,292.48
109636,T024345,P0180,PR026,3.0,582.33
109637,T024345,P0180,,2.0,388.22
109638,T024345,P0059,PR013,1.0,61.64
109639,T024346,P0131,PR012,,108.48
109640,T024346,P0176,PR030,3.0,483.9
109641,T024346,P0191,PR003,4.0,911.52
109642,T024346,P0185,PR016,2.0,225.9
109643,T024346,P0119,PR001,4.0,82.28
109644,T024346,P0124,PR019,3.0,67.17
109645,T024346,P0160,,3.0,91.08
109646,T024347,P0105,PR006,2.0,69.0
109647,T024347,P0104,PR008,5.0,121.05
109648,T024347,P0175,,4.0,
109649,T024347,P0143,PR014,3.0,9.66
109650,T024347,P0139,PR018,3.0,61.65
109651,T024348,P0028,,5.0,503.3
109652,T024349,P0170,PR009,4.0,285.08
109653,T024349,P0030,PR012,2.0,43.98
109654,T024350,P0002,PR016,1.0,119.93
109655,T024350,P0042,,1.0,50.81
109656,T024350,P0124,PR028,2.0,44.78
109657,T024351,P0153,PR027,5.0,123.85
109658,T024351,P0193,PR016,5.0,107.9
109659,T024351,P0077,PR003,1.0,57.66
109660,T024351,P0055,PR011,5.0,312.6
109661,T024351,P0180,PR018,1.0,194.11
109662,T024351,P0021,,1.0,40.64
109663,T024351,P0027,PR006,2.0,280.08
109664,T024351,P0179,,4.0,591.56
109665,T024352,P0054,PR025,5.0,242.55
109666,T024352,P0131,PR022,4.0,144.64
109667,T024352,P0031,PR020,5.0,367.6
109668,T024352,P0137,,4.0,38.04
109669,T024353,P0093,PR014,2.0,92.2
109670,T024353,P0150,PR025,3.0,60.09
109671,T024354,P0076,PR004,-2.0,-153.74
109672,T024354,P0115,PR019,1.0,32.53
109673,T024354,P0110,PR020,1.0,10.55
109674,T024354,P0017,PR024,0.0,0.0
109675,T024354,P0149,,4.0,53.32
109676,T024354,P0019,PR004,2.0,257.74
109677,T024354,P0034,PR004,2.0,190.7
109678,T024354,P0009,PR005,3.0,137.31
109679,T024355,P0116,PR026,5.0,108.95
109680,T024355,P0072,PR024,3.0,28.11
109681,T024355,P0042,,1.0,52.72
109682,T024355,P0064,,4.0,121.4
109683,T024356,P0150,PR015,1.0,20.03
109684,T024356,P0128,,3.0,102.96
109685,T024356,P0184,PR023,5.0,266.2
109686,T024356,P0163,PR015,4.0,249.76
109687,T024356,P0180,PR021,1.0,194.11
109688,T024356,P0085,PR011,1.0,30.66
109689,T024356,P0125,PR026,-2.0,-53.56
109690,T024357,P0081,,3.0,133.29
109691,T024357,P0109,PR016,2.0,
109692,T024357,P0191,PR028,5.0,1139.4
109693,T024357,P0137,PR014,5.0,47.55
109694,T024357,P0168,,2.0,164.16
109695,T024357,P0007,PR014,4.0,112.44
109696,T024357,P0058,PR007,2.0,44.28
109697,T024358,P0097,,5.0,156.3
109698,T024358,P0079,PR030,5.0,242.2
109699,T024358,P0121,,3.0,58.08
109700,T024358,P0153,,2.0,49.54
109701,T024358,P0170,PR006,3.0,213.81
109702,T024359,P0026,PR028,4.0,462.36
109703,T024359,P0124,PR013,5.0,111.95
109704,T024359,P0022,PR011,5.0,161.4
109705,T024360,P0168,PR018,1.0,82.08
109706,T024361,P0078,PR004,3.0,74.97
109707,T024361,P0123,,5.0,
109708,T024361,P0169,PR026,5.0,218.4
109709,T024362,P0107,PR009,2.0,129.74
109710,T024362,P0079,PR019,,242.2
109711,T024362,P0148,,3.0,41.46
109712,T024362,P0036,,3.0,
109713,T024362,P0188,PR019,2.0,427.8
109714,T024362,P0048,,1.0,83.35
109715,T024363,P0141,,3.0,54.93
109716,T024363,,,0.0,0.0
109717,T024363,P0114,PR029,3.0,163.14
109718,T024364,P0194,PR028,1.0,136.46
109719,T024364,P0168,PR030,1.0,82.08
109720,T024364,P0154,PR001,1.0,81.27
109721,T024364,P0012,PR008,2.0,375.3
109722,T024364,P0120,,2.0,58.16
109723,T024365,P0124,PR012,2.0,44.78
109724,T024365,P0109,PR024,3.0,112.95
109725,T024365,P0088,PR023,5.0,35.7
109726,T024366,P0051,PR006,3.0,120.6
109727,T024366,P0042,PR020,3.0,158.16
109728,T024366,P0104,PR004,4.0,96.84
109729,T024366,P0069,,5.0,199.9
109730,T024366,P0021,PR012,,40.64
109731,T024366,P0141,,1.0,18.31
109732,T024367,P0101,,1.0,48.49
109733,T024367,P0132,PR001,3.0,103.2
109734,T024367,P0170,,4.0,285.08
109735,T024367,P0050,PR024,5.0,42.7
109736,T024367,P0139,PR027,2.0,41.1
109737,T024367,P0107,,5.0,324.35
109738,T024367,P0173,PR019,4.0,434.36
109739,T024367,P0004,PR028,2.0,382.92
109740,T024368,P0130,,4.0,49.36
109741,T024368,P0137,PR016,4.0,44.09
109742,T024368,P0064,,4.0,121.4
109743,,P0177,PR001,1.0,214.65
109744,T024368,P0027,,3.0,420.12
109745,T024369,P0162,PR002,5.0,420.15
109746,T024369,P0124,PR028,5.0,90.7
109747,T024369,P0169,PR003,,43.68
109748,T024369,P0073,PR021,2.0,36.68
109749,T024369,P0020,PR016,2.0,64.56
109750,T024369,P0059,PR004,3.0,184.92
109751,T024370,P0024,PR027,3.0,338.55
109752,T024370,P0072,,3.0,28.11
109753,T024370,P0169,PR005,1.0,43.68
109754,T024370,P0122,PR010,3.0,90.27
109755,T024370,P0038,PR023,3.0,165.78
109756,T024370,P0073,PR018,3.0,55.02
109757,T024370,P0158,PR024,3.0,270.24
109758,T024371,P0087,,1.0,15.71
109759,T024371,P0053,PR028,2.0,78.06
109760,T024371,P0127,PR025,-2.0,-42.6
109761,T024371,P0109,PR009,1.0,37.65
109762,T024371,P0109,,,75.3
109763,T024371,P0066,PR008,1.0,
109764,T024372,P0082,PR028,2.0,23.66
109765,T024372,P0125,PR030,3.0,80.34
109766,T024372,P0089,PR017,1.0,23.22
109767,T024372,P0078,PR015,3.0,74.97
109768,T024372,P0154,PR018,5.0,406.35
109769,T024372,P0135,,3.0,85.59
109770,T024373,P0119,,2.0,41.14
109771,T024373,P0048,PR017,4.0,333.4
109772,T024373,P0044,PR030,4.0,143.28
109773,T024373,P0116,PR017,1.0,21.79
109774,T024373,P0182,PR013,3.0,500.85
109775,T024373,P0116,PR006,1.0,21.79
109776,T024374,,PR004,4.0,38.8
109777,T024375,P0107,PR008,5.0,324.35
109778,T024375,P0004,PR029,2.0,382.92
109779,T024376,P0003,PR024,3.0,105.87
109780,T024376,P0042,PR017,2.0,105.44
109781,T024376,P0009,PR018,3.0,137.31
109782,T024377,P0015,PR028,3.0,530.46
109783,T024377,P0144,PR001,1.0,12.05
109784,T024377,P0015,PR002,3.0,530.46
109785,T024378,P0155,PR001,4.0,387.48
109786,T024378,P0147,PR002,5.0,48.5
109787,T024378,P0050,PR025,3.0,25.62
109788,T024378,P0034,PR005,5.0,476.75
109789,T024378,P0064,PR009,5.0,151.75
109790,T024379,P0149,PR025,1.0,13.33
109791,T024379,P0026,PR009,1.0,115.59
109792,T024379,P0124,PR026,2.0,
109793,T024379,P0132,PR005,5.0,172.0
109794,T024379,P0086,PR001,3.0,79.89
109795,T024379,P0088,PR004,1.0,7.14
109796,T024379,P0134,PR005,5.0,116.3
109797,T024380,P0006,PR028,2.0,309.44
109798,T024380,P0089,PR002,3.0,69.66
109799,T024380,P0166,PR009,2.0,170.66
109800,T024380,P0192,PR007,5.0,1086.5
109801,T024380,P0064,PR015,1.0,30.35
109802,T024380,P0169,,5.0,218.4
109803,T024381,P0177,,1.0,214.65
109804,T024381,P0140,PR014,3.0,50.91
109805,T024382,P0086,,1.0,26.63
109806,T024382,P0026,PR011,4.0,462.36
109807,T024382,P0059,PR011,-3.0,-184.92
109808,T024382,P0115,PR001,5.0,162.65
109809,T024382,P0062,PR022,5.0,353.4
109810,T024382,P0131,PR003,1.0,36.16
109811,T024383,P0051,PR009,5.0,201.0
109812,T024384,P0041,PR023,5.0,182.9
109813,T024384,P0072,PR016,1.0,9.37
109814,T024384,P0024,,1.0,112.85
109815,T024384,P0064,PR005,2.0,72.22
109816,T024384,P0023,,5.0,94.95
109817,T024384,P0117,PR021,5.0,88.2
109818,T024384,P0149,,-4.0,-53.32
109819,T024384,P0006,PR021,5.0,773.6
109820,T024385,P0007,PR003,1.0,28.11
109821,T024385,P0016,PR027,1.0,176.35
109822,T024385,P0021,PR030,4.0,162.56
109823,T024385,P0052,PR023,5.0,494.7
109824,T024385,P0088,,3.0,21.42
109825,T024385,P0051,PR010,5.0,201.0
109826,T024386,P0125,PR009,1.0,26.78
109827,T024386,P0071,PR009,5.0,189.35
109828,T024386,P0077,PR014,1.0,57.66
109829,T024386,P0046,PR011,2.0,195.8
109830,T024386,P0049,PR017,4.0,160.08
109831,T024386,P0111,PR001,4.0,65.68
109832,T024386,P0033,PR029,1.0,20.37
109833,T024386,P0136,PR010,1.0,9.69
109834,T024387,P0195,PR028,5.0,1442.45
109835,T024387,P0059,PR016,3.0,184.92
109836,T024387,P0008,PR001,-2.0,-52.42
109837,T024387,P0067,PR017,3.0,105.36
109838,T024387,P0103,,1.0,16.05
109839,T024387,P0060,PR015,4.0,47.76
109840,T024387,P0165,,4.0,257.8
109841,T024388,P0070,PR026,3.0,53.88
109842,T024388,P0178,PR030,1.0,216.96
109843,T024388,P0096,PR029,2.0,31.2
109844,T024388,P0154,,3.0,243.81
109845,T024388,P0111,PR030,5.0,82.1
109846,T024389,P0029,,4.0,516.96
109847,T024390,P0030,PR013,1.0,21.99
109848,T024390,P0028,PR026,4.0,402.64
109849,T024390,P0048,PR016,5.0,416.75
109850,T024390,P0095,PR029,5.0,
109851,T024390,P0175,PR017,0.0,0.0
109852,,P0153,PR023,-2.0,-49.54
109853,T024391,P0005,PR023,4.0,710.24
109854,T024391,,PR007,2.0,85.92
109855,T024392,P0030,PR011,5.0,109.95
109856,T024392,P0093,PR023,4.0,184.4
109857,T024392,P0073,PR001,1.0,18.34
109858,T024393,P0175,PR016,2.0,65.6
109859,T024393,P0118,PR027,4.0,88.36
109860,T024393,P0055,PR009,3.0,187.56
109861,T024393,P0116,,2.0,43.58
109862,T024393,P0089,PR028,4.0,92.88
109863,T024393,P0058,,1.0,22.14
109864,T024393,P0069,PR024,1.0,39.98
109865,T024394,P0022,PR009,2.0,64.56
109866,T024394,P0045,PR016,5.0,246.0
109867,T024395,P0180,,3.0,582.33
109868,T024395,P0163,PR014,2.0,124.88
109869,T024395,P0184,PR004,1.0,53.24
109870,T024395,P0161,PR006,4.0,147.6
109871,T024395,P0041,PR018,3.0,109.74
109872,T024395,P0156,,2.0,22.06
109873,T024396,P0143,PR022,3.0,9.66
109874,T024396,P0137,PR011,3.0,28.53
109875,T024396,P0122,PR022,2.0,60.18
109876,T024396,P0083,PR004,3.0,43.26
109877,T024396,P0053,PR014,3.0,117.09
109878,T024396,P0146,,3.0,17.82
109879,T024396,P0051,PR018,3.0,120.6
109880,,P0162,PR020,5.0,420.15
109881,T024397,P0140,PR030,4.0,67.88
109882,T024397,P0179,PR002,5.0,739.45
109883,T024397,P0030,PR019,1.0,21.99
109884,T024397,P0072,PR017,1.0,9.37
109885,T024397,P0073,PR020,4.0,73.36
109886,T024397,P0163,,3.0,187.32
109887,T024398,P0151,PR026,1.0,23.7
109888,T024398,P0181,,4.0,741.64
109889,T024398,P0008,PR006,4.0,104.84
109890,T024398,P0116,PR009,3.0,65.37
109891,T024398,P0034,,5.0,476.75
109892,T024398,P0107,,5.0,324.35
109893,T024398,P0123,PR025,2.0,67.86
109894,T024398,P0194,PR019,2.0,272.92
109895,T024399,P0121,PR025,1.0,19.36
109896,T024399,P0157,PR009,5.0,253.1
109897,T024399,P0051,PR015,2.0,80.4
109898,T024399,P0045,PR003,3.0,147.6
109899,T024400,P0043,PR015,1.0,41.1
109900,T024401,P0127,,1.0,21.3
109901,T024401,P0028,PR014,2.0,201.32
109902,T024401,P0122,,-4.0,-120.36
109903,T024401,P0063,PR005,4.0,305.96
109904,T024401,P0132,PR015,3.0,103.2
109905,T024401,P0172,PR006,4.0,145.84
109906,T024402,P0074,PR013,2.0,67.42
109907,T024402,P0165,,3.0,193.35
109908,T024403,P0044,PR021,5.0,179.1
109909,T024403,P0057,PR002,1.0,53.2
109910,T024403,P0008,,2.0,52.42
109911,T024403,P0101,PR023,-4.0,-193.96
109912,T024403,P0090,PR013,-2.0,-26.26
109913,T024403,P0062,PR007,4.0,282.72
109914,T024403,P0176,PR022,4.0,645.2
109915,T024403,P0080,PR022,1.0,47.6
109916,T024404,P0068,PR026,4.0,275.2
109917,T024404,P0106,PR025,4.0,168.56
109918,T024404,P0097,PR029,3.0,
109919,T024404,P0105,PR021,5.0,172.5
109920,T024404,P0052,PR011,2.0,197.88
109921,T024405,P0044,PR028,2.0,71.64
109922,T024405,P0049,PR004,5.0,200.1
109923,T024405,P0034,PR022,5.0,476.75
109924,T024405,P0157,PR010,5.0,253.1
109925,T024405,P0195,PR021,4.0,1153.96
109926,T024405,P0044,PR001,5.0,179.1
109927,T024406,P0022,PR002,2.0,64.56
109928,T024406,P0032,PR013,2.0,23.96
109929,T024406,P0027,PR029,3.0,420.12
109930,T024406,P0084,,5.0,92.35
109931,T024406,P0106,PR020,4.0,168.56
109932,T024406,P0131,,4.0,144.64
109933,T024407,P0135,PR011,4.0,114.12
109934,T024407,P0048,PR026,1.0,83.35
109935,T024407,P0040,,5.0,369.75
109936,T024407,P0175,PR012,3.0,98.4
109937,T024408,P0035,PR028,2.0,94.08
109938,T024408,P0078,PR028,3.0,74.97
109939,T024408,P0140,,-4.0,-67.88
109940,T024408,P0137,,5.0,47.55
109941,,P0114,PR022,1.0,54.38
109942,T024409,P0195,PR001,1.0,288.49
109943,T024409,P0054,,1.0,48.51
109944,T024410,P0006,PR016,4.0,618.88
109945,T024410,P0023,PR016,5.0,94.95
109946,T024410,P0013,PR015,1.0,
109947,T024410,P0034,PR009,4.0,381.4
109948,T024410,P0177,,4.0,858.6
109949,T024410,P0080,PR019,4.0,190.4
109950,T024410,P0103,,0.0,0.0
109951,,P0150,PR017,1.0,20.03
109952,T024411,P0110,PR010,2.0,21.1
109953,T024412,P0083,PR019,4.0,57.68
109954,T024413,P0037,PR028,5.0,506.05
109955,T024413,P0043,PR004,4.0,164.4
109956,T024413,P0049,PR002,2.0,80.04
109957,T024413,P0133,,1.0,38.24
109958,T024413,P0026,PR019,2.0,231.18
109959,T024413,P0164,PR004,5.0,450.3
109960,T024413,P0133,,5.0,199.3
109961,T024413,P0016,PR028,4.0,705.4
109962,T024414,P0170,PR013,5.0,356.35
109963,T024414,P0041,PR020,1.0,36.58
109964,T024414,P0163,PR005,3.0,187.32
109965,T024414,P0050,,3.0,25.62
109966,T024414,P0125,PR026,2.0,53.56
109967,T024414,P0096,,2.0,31.2
109968,T024414,P0112,PR005,2.0,68.64
109969,T024414,P0130,,1.0,12.34
109970,T024415,P0030,PR016,4.0,87.96
109971,T024415,P0192,PR024,1.0,217.3
109972,T024415,P0101,PR014,4.0,193.96
109973,T024415,P0046,PR016,2.0,195.8
109974,T024416,P0140,PR030,3.0,50.91
109975,T024416,P0085,PR001,1.0,30.66
109976,T024416,P0068,PR019,5.0,344.0
109977,T024417,P0102,PR014,1.0,55.37
109978,T024417,P0125,,1.0,26.78
109979,T024417,P0063,PR001,2.0,152.98
109980,T024417,P0041,PR016,1.0,36.58
109981,T024417,P0193,,,86.32
109982,T024417,P0167,PR019,4.0,133.12
109983,T024417,P0008,,2.0,52.42
109984,T024418,P0120,,-5.0,-145.4
109985,T024419,P0032,PR010,5.0,59.9
109986,T024419,P0075,PR006,3.0,87.39
109987,T024419,P0045,PR026,4.0,196.8
109988,T024419,P0129,PR005,5.0,150.25
109989,T024419,P0092,PR004,1.0,42.96
109990,T024420,P0016,PR007,5.0,881.75
109991,T024421,P0189,PR006,2.0,233.36
109992,T024421,P0129,PR004,4.0,120.2
109993,T024421,P0134,PR009,3.0,69.78
109994,T024421,P0192,PR001,3.0,651.9
109995,T024421,P0021,,1.0,40.64
109996,T024421,P0179,PR001,1.0,147.89
109997,T024421,P0065,PR004,1.0,76.96
109998,T024421,P0195,PR005,3.0,865.47
109999,T024422,P0078,PR025,1.0,24.99
110000,T024422,P0139,PR005,1.0,20.55
110001,T024422,P0179,PR015,2.0,295.78
110002,T024422,P0054,PR030,1.0,48.51
110003,T024422,P0040,PR006,5.0,369.75
110004,T024423,P0142,,2.0,41.4
110005,T024423,P0050,PR009,1.0,8.54
110006,T024423,P0017,PR017,4.0,145.36
110007,T024423,P0145,PR002,4.0,74.72
110008,T024424,P0056,PR017,5.0,68.35
110009,T024424,P0089,PR008,3.0,69.66
110010,T024424,P0064,PR016,4.0,121.4
110011,T024424,P0171,,5.0,126.5
